class,class_name,top-2-distribution,top-2-distribution,top-4-distribution,top-4-distribution,top-4-distribution,top-4-distribution,top-8-distribution,top-8-distribution,top-8-distribution,top-8-distribution,top-8-distribution,top-8-distribution,top-8-distribution,top-8-distribution
,,cluster 0 dist,cluster 1 dist,cluster 0 dist,cluster 1 dist,cluster 2 dist,cluster 3 dist,cluster 0 dist,cluster 1 dist,cluster 2 dist,cluster 3 dist,cluster 4 dist,cluster 5 dist,cluster 6 dist,cluster 7 dist
0,Class_0,0.39416058394160586,0.6058394160583942,0.39416058394160586,0.35036496350364965,0.06569343065693431,0.1897810218978102,0.24087591240875914,0.043795620437956206,0.10948905109489052,0.19708029197080293,0.15328467153284672,0.06569343065693431,0.058394160583941604,0.13138686131386862
1,Class_1,0.368,0.632,0.368,0.368,0.088,0.176,0.232,0.024,0.112,0.232,0.136,0.088,0.048,0.128
2,Class_2,0.4217687074829932,0.5782312925170068,0.4217687074829932,0.3333333333333333,0.07482993197278912,0.17006802721088435,0.19727891156462585,0.047619047619047616,0.17687074829931973,0.17006802721088435,0.16326530612244897,0.07482993197278912,0.061224489795918366,0.10884353741496598
3,Class_3,0.3252032520325203,0.6747967479674797,0.3252032520325203,0.3252032520325203,0.10569105691056911,0.24390243902439024,0.1951219512195122,0.024390243902439025,0.10569105691056911,0.2032520325203252,0.12195121951219512,0.10569105691056911,0.06504065040650407,0.17886178861788618
4,Class_4,0.4921875,0.5078125,0.4921875,0.2734375,0.0234375,0.2109375,0.28125,0.0390625,0.171875,0.1875,0.0859375,0.0234375,0.0625,0.1484375
5,Class_5,0.41379310344827586,0.5862068965517241,0.41379310344827586,0.3448275862068966,0.022988505747126436,0.21839080459770116,0.19540229885057472,0.04597701149425287,0.1724137931034483,0.20689655172413793,0.13793103448275862,0.022988505747126436,0.08045977011494253,0.13793103448275862
6,Class_6,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3448275862068966,0.05747126436781609,0.26436781609195403,0.1724137931034483,0.034482758620689655,0.12643678160919541,0.1839080459770115,0.16091954022988506,0.05747126436781609,0.06896551724137931,0.19540229885057472
7,Class_7,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.2077922077922078,0.11688311688311688,0.24675324675324675,0.22077922077922077,0.025974025974025976,0.18181818181818182,0.07792207792207792,0.12987012987012986,0.11688311688311688,0.1038961038961039,0.14285714285714285
8,Class_8,0.4946236559139785,0.5053763440860215,0.4946236559139785,0.27956989247311825,0.06451612903225806,0.16129032258064516,0.21505376344086022,0.06451612903225806,0.21505376344086022,0.12903225806451613,0.15053763440860216,0.06451612903225806,0.043010752688172046,0.11827956989247312
9,Class_9,0.44,0.56,0.44,0.22666666666666666,0.02666666666666667,0.30666666666666664,0.25333333333333335,0.06666666666666667,0.12,0.16,0.06666666666666667,0.02666666666666667,0.09333333333333334,0.21333333333333335
10,Class_10,0.4024390243902439,0.5975609756097561,0.4024390243902439,0.3170731707317073,0.024390243902439025,0.25609756097560976,0.23170731707317074,0.06097560975609756,0.10975609756097561,0.21951219512195122,0.0975609756097561,0.024390243902439025,0.08536585365853659,0.17073170731707318
11,Class_11,0.4177215189873418,0.5822784810126582,0.4177215189873418,0.2911392405063291,0.10126582278481013,0.189873417721519,0.22784810126582278,0.012658227848101266,0.17721518987341772,0.20253164556962025,0.08860759493670886,0.10126582278481013,0.0379746835443038,0.1518987341772152
12,Class_12,0.4358974358974359,0.5641025641025641,0.4358974358974359,0.24358974358974358,0.05128205128205128,0.2692307692307692,0.23076923076923078,0.05128205128205128,0.15384615384615385,0.10256410256410256,0.14102564102564102,0.05128205128205128,0.07692307692307693,0.19230769230769232
13,Class_13,0.5217391304347826,0.4782608695652174,0.5217391304347826,0.17391304347826086,0.08695652173913043,0.21739130434782608,0.3333333333333333,0.028985507246376812,0.15942028985507245,0.057971014492753624,0.11594202898550725,0.08695652173913043,0.043478260869565216,0.17391304347826086
14,Class_14,0.43037974683544306,0.569620253164557,0.43037974683544306,0.22784810126582278,0.05063291139240506,0.2911392405063291,0.189873417721519,0.012658227848101266,0.22784810126582278,0.08860759493670886,0.13924050632911392,0.05063291139240506,0.0759493670886076,0.21518987341772153
15,Class_15,0.3698630136986301,0.6301369863013698,0.3698630136986301,0.3972602739726027,0.0958904109589041,0.136986301369863,0.1917808219178082,0.0273972602739726,0.1506849315068493,0.2465753424657534,0.1506849315068493,0.0958904109589041,0.0273972602739726,0.1095890410958904
16,Class_16,0.42168674698795183,0.5783132530120482,0.42168674698795183,0.27710843373493976,0.0963855421686747,0.20481927710843373,0.21686746987951808,0.024096385542168676,0.18072289156626506,0.13253012048192772,0.14457831325301204,0.0963855421686747,0.024096385542168676,0.18072289156626506
17,Class_17,0.38372093023255816,0.6162790697674418,0.38372093023255816,0.3488372093023256,0.08139534883720931,0.18604651162790697,0.23255813953488372,0.046511627906976744,0.10465116279069768,0.22093023255813954,0.12790697674418605,0.08139534883720931,0.05813953488372093,0.12790697674418605
18,Class_18,0.453125,0.546875,0.453125,0.265625,0.03125,0.25,0.25,0.046875,0.15625,0.078125,0.1875,0.03125,0.0625,0.1875
19,Class_19,0.3939393939393939,0.6060606060606061,0.3939393939393939,0.30303030303030304,0.045454545454545456,0.25757575757575757,0.19696969696969696,0.030303030303030304,0.16666666666666666,0.15151515151515152,0.15151515151515152,0.045454545454545456,0.07575757575757576,0.18181818181818182
20,Class_20,0.4606741573033708,0.5393258426966292,0.4606741573033708,0.2247191011235955,0.0898876404494382,0.2247191011235955,0.3146067415730337,0.07865168539325842,0.06741573033707865,0.12359550561797752,0.10112359550561797,0.0898876404494382,0.0449438202247191,0.1797752808988764
21,Class_21,0.38372093023255816,0.6162790697674418,0.38372093023255816,0.36046511627906974,0.05813953488372093,0.19767441860465115,0.20930232558139536,0.05813953488372093,0.11627906976744186,0.18604651162790697,0.1744186046511628,0.05813953488372093,0.05813953488372093,0.13953488372093023
22,Class_22,0.4125,0.5875,0.4125,0.2875,0.0625,0.2375,0.225,0.0375,0.15,0.1125,0.175,0.0625,0.05,0.1875
23,Class_23,0.5569620253164557,0.4430379746835443,0.5569620253164557,0.3037974683544304,0.0379746835443038,0.10126582278481013,0.3670886075949367,0.02531645569620253,0.16455696202531644,0.20253164556962025,0.10126582278481013,0.0379746835443038,0.05063291139240506,0.05063291139240506
24,Class_24,0.4935064935064935,0.5064935064935064,0.4935064935064935,0.2857142857142857,0.11688311688311688,0.1038961038961039,0.15584415584415584,0.03896103896103896,0.2987012987012987,0.16883116883116883,0.11688311688311688,0.11688311688311688,0.025974025974025976,0.07792207792207792
25,Class_25,0.3711340206185567,0.6288659793814433,0.3711340206185567,0.28865979381443296,0.1134020618556701,0.2268041237113402,0.24742268041237114,0.030927835051546393,0.09278350515463918,0.1958762886597938,0.09278350515463918,0.1134020618556701,0.041237113402061855,0.18556701030927836
26,Class_26,0.4868421052631579,0.5131578947368421,0.4868421052631579,0.32894736842105265,0.06578947368421052,0.11842105263157894,0.25,0.05263157894736842,0.18421052631578946,0.25,0.07894736842105263,0.06578947368421052,0.02631578947368421,0.09210526315789473
27,Class_27,0.40540540540540543,0.5945945945945946,0.40540540540540543,0.35135135135135137,0.05405405405405406,0.1891891891891892,0.21621621621621623,0.04054054054054054,0.14864864864864866,0.20270270270270271,0.14864864864864866,0.05405405405405406,0.05405405405405406,0.13513513513513514
28,Class_28,0.4606741573033708,0.5393258426966292,0.4606741573033708,0.3595505617977528,0.056179775280898875,0.12359550561797752,0.24719101123595505,0.056179775280898875,0.15730337078651685,0.20224719101123595,0.15730337078651685,0.056179775280898875,0.033707865168539325,0.0898876404494382
29,Class_29,0.2727272727272727,0.7272727272727273,0.2727272727272727,0.4155844155844156,0.1038961038961039,0.2077922077922078,0.09090909090909091,0.03896103896103896,0.14285714285714285,0.2597402597402597,0.15584415584415584,0.1038961038961039,0.09090909090909091,0.11688311688311688
30,Class_30,0.4117647058823529,0.5882352941176471,0.4117647058823529,0.32941176470588235,0.10588235294117647,0.15294117647058825,0.17647058823529413,0.03529411764705882,0.2,0.17647058823529413,0.15294117647058825,0.10588235294117647,0.047058823529411764,0.10588235294117647
31,Class_31,0.47560975609756095,0.524390243902439,0.47560975609756095,0.2926829268292683,0.07317073170731707,0.15853658536585366,0.32926829268292684,0.012195121951219513,0.13414634146341464,0.18292682926829268,0.10975609756097561,0.07317073170731707,0.012195121951219513,0.14634146341463414
32,Class_32,0.4090909090909091,0.5909090909090909,0.4090909090909091,0.25,0.07954545454545454,0.26136363636363635,0.25,0.03409090909090909,0.125,0.14772727272727273,0.10227272727272728,0.07954545454545454,0.045454545454545456,0.2159090909090909
33,Class_33,0.36231884057971014,0.6376811594202898,0.36231884057971014,0.3333333333333333,0.043478260869565216,0.2608695652173913,0.15942028985507245,0.043478260869565216,0.15942028985507245,0.21739130434782608,0.11594202898550725,0.043478260869565216,0.08695652173913043,0.17391304347826086
34,Class_34,0.3373493975903614,0.6626506024096386,0.3373493975903614,0.3373493975903614,0.08433734939759036,0.24096385542168675,0.20481927710843373,0.060240963855421686,0.07228915662650602,0.1927710843373494,0.14457831325301204,0.08433734939759036,0.07228915662650602,0.1686746987951807
35,Class_35,0.40789473684210525,0.5921052631578947,0.40789473684210525,0.3026315789473684,0.07894736842105263,0.21052631578947367,0.25,0.013157894736842105,0.14473684210526316,0.17105263157894737,0.13157894736842105,0.07894736842105263,0.05263157894736842,0.15789473684210525
36,Class_36,0.35365853658536583,0.6463414634146342,0.35365853658536583,0.3170731707317073,0.07317073170731707,0.25609756097560976,0.24390243902439024,0.024390243902439025,0.08536585365853659,0.18292682926829268,0.13414634146341464,0.07317073170731707,0.08536585365853659,0.17073170731707318
37,Class_37,0.35526315789473684,0.6447368421052632,0.35526315789473684,0.34210526315789475,0.07894736842105263,0.2236842105263158,0.18421052631578946,0.07894736842105263,0.09210526315789473,0.21052631578947367,0.13157894736842105,0.07894736842105263,0.07894736842105263,0.14473684210526316
38,Class_38,0.47368421052631576,0.5263157894736842,0.47368421052631576,0.3157894736842105,0.05263157894736842,0.15789473684210525,0.2236842105263158,0.10526315789473684,0.14473684210526316,0.13157894736842105,0.18421052631578946,0.05263157894736842,0.039473684210526314,0.11842105263157894
39,Class_39,0.4675324675324675,0.5324675324675324,0.4675324675324675,0.2597402597402597,0.11688311688311688,0.15584415584415584,0.23376623376623376,0.03896103896103896,0.19480519480519481,0.16883116883116883,0.09090909090909091,0.11688311688311688,0.03896103896103896,0.11688311688311688
40,Class_40,0.37037037037037035,0.6296296296296297,0.37037037037037035,0.2839506172839506,0.1111111111111111,0.2345679012345679,0.20987654320987653,0.037037037037037035,0.12345679012345678,0.14814814814814814,0.13580246913580246,0.1111111111111111,0.04938271604938271,0.18518518518518517
41,Class_41,0.4175824175824176,0.5824175824175825,0.4175824175824176,0.2857142857142857,0.03296703296703297,0.26373626373626374,0.2087912087912088,0.06593406593406594,0.14285714285714285,0.15384615384615385,0.13186813186813187,0.03296703296703297,0.07692307692307693,0.18681318681318682
42,Class_42,0.47959183673469385,0.5204081632653061,0.47959183673469385,0.30612244897959184,0.061224489795918366,0.15306122448979592,0.2755102040816326,0.01020408163265306,0.19387755102040816,0.1836734693877551,0.12244897959183673,0.061224489795918366,0.05102040816326531,0.10204081632653061
43,Class_43,0.3953488372093023,0.6046511627906976,0.3953488372093023,0.3953488372093023,0.08139534883720931,0.12790697674418605,0.12790697674418605,0.06976744186046512,0.19767441860465115,0.2441860465116279,0.1511627906976744,0.08139534883720931,0.03488372093023256,0.09302325581395349
44,Class_44,0.4,0.6,0.4,0.32941176470588235,0.058823529411764705,0.21176470588235294,0.25882352941176473,0.023529411764705882,0.11764705882352941,0.18823529411764706,0.1411764705882353,0.058823529411764705,0.07058823529411765,0.1411764705882353
45,Class_45,0.4,0.6,0.4,0.3,0.022222222222222223,0.2777777777777778,0.2111111111111111,0.044444444444444446,0.14444444444444443,0.13333333333333333,0.16666666666666666,0.022222222222222223,0.06666666666666667,0.2111111111111111
46,Class_46,0.3835616438356164,0.6164383561643836,0.3835616438356164,0.2328767123287671,0.1095890410958904,0.273972602739726,0.2602739726027397,0.0273972602739726,0.0958904109589041,0.1506849315068493,0.0821917808219178,0.1095890410958904,0.0547945205479452,0.2191780821917808
47,Class_47,0.4383561643835616,0.5616438356164384,0.4383561643835616,0.273972602739726,0.0958904109589041,0.1917808219178082,0.2602739726027397,0.0410958904109589,0.136986301369863,0.1643835616438356,0.1095890410958904,0.0958904109589041,0.0821917808219178,0.1095890410958904
48,Class_48,0.4027777777777778,0.5972222222222222,0.4027777777777778,0.3888888888888889,0.05555555555555555,0.1527777777777778,0.20833333333333334,0.041666666666666664,0.1527777777777778,0.2361111111111111,0.1527777777777778,0.05555555555555555,0.041666666666666664,0.1111111111111111
49,Class_49,0.5232558139534884,0.47674418604651164,0.5232558139534884,0.2558139534883721,0.05813953488372093,0.16279069767441862,0.32558139534883723,0.046511627906976744,0.1511627906976744,0.13953488372093023,0.11627906976744186,0.05813953488372093,0.046511627906976744,0.11627906976744186
50,Class_50,0.3626373626373626,0.6373626373626373,0.3626373626373626,0.31868131868131866,0.04395604395604396,0.27472527472527475,0.2087912087912088,0.01098901098901099,0.14285714285714285,0.13186813186813187,0.18681318681318682,0.04395604395604396,0.054945054945054944,0.21978021978021978
51,Class_51,0.5428571428571428,0.45714285714285713,0.5428571428571428,0.18571428571428572,0.05714285714285714,0.21428571428571427,0.3142857142857143,0.02857142857142857,0.2,0.08571428571428572,0.1,0.05714285714285714,0.1,0.11428571428571428
52,Class_52,0.425,0.575,0.425,0.35,0.125,0.1,0.2625,0.025,0.1375,0.2125,0.1375,0.125,0.0375,0.0625
53,Class_53,0.42168674698795183,0.5783132530120482,0.42168674698795183,0.3132530120481928,0.03614457831325301,0.2289156626506024,0.1927710843373494,0.03614457831325301,0.1927710843373494,0.18072289156626506,0.13253012048192772,0.03614457831325301,0.0963855421686747,0.13253012048192772
54,Class_54,0.3804347826086957,0.6195652173913043,0.3804347826086957,0.33695652173913043,0.043478260869565216,0.2391304347826087,0.18478260869565216,0.03260869565217391,0.16304347826086957,0.14130434782608695,0.1956521739130435,0.043478260869565216,0.07608695652173914,0.16304347826086957
55,Class_55,0.4457831325301205,0.5542168674698795,0.4457831325301205,0.20481927710843373,0.060240963855421686,0.2891566265060241,0.25301204819277107,0.04819277108433735,0.14457831325301204,0.07228915662650602,0.13253012048192772,0.060240963855421686,0.07228915662650602,0.21686746987951808
56,Class_56,0.3372093023255814,0.6627906976744186,0.3372093023255814,0.3488372093023256,0.05813953488372093,0.2558139534883721,0.19767441860465115,0.05813953488372093,0.08139534883720931,0.26744186046511625,0.08139534883720931,0.05813953488372093,0.03488372093023256,0.22093023255813954
57,Class_57,0.34146341463414637,0.6585365853658537,0.34146341463414637,0.35365853658536583,0.08536585365853659,0.21951219512195122,0.17073170731707318,0.024390243902439025,0.14634146341463414,0.17073170731707318,0.18292682926829268,0.08536585365853659,0.07317073170731707,0.14634146341463414
58,Class_58,0.425,0.575,0.425,0.3375,0.0625,0.175,0.225,0.025,0.175,0.15,0.1875,0.0625,0.0375,0.1375
59,Class_59,0.3764705882352941,0.6235294117647059,0.3764705882352941,0.32941176470588235,0.08235294117647059,0.21176470588235294,0.18823529411764706,0.07058823529411765,0.11764705882352941,0.15294117647058825,0.17647058823529413,0.08235294117647059,0.023529411764705882,0.18823529411764706
60,Class_60,0.4431818181818182,0.5568181818181818,0.4431818181818182,0.2840909090909091,0.056818181818181816,0.2159090909090909,0.29545454545454547,0.045454545454545456,0.10227272727272728,0.19318181818181818,0.09090909090909091,0.056818181818181816,0.07954545454545454,0.13636363636363635
61,Class_61,0.4520547945205479,0.547945205479452,0.4520547945205479,0.2465753424657534,0.0547945205479452,0.2465753424657534,0.3150684931506849,0.0,0.136986301369863,0.1506849315068493,0.0958904109589041,0.0547945205479452,0.0958904109589041,0.1506849315068493
62,Class_62,0.484375,0.515625,0.484375,0.28125,0.09375,0.140625,0.21875,0.09375,0.171875,0.15625,0.125,0.09375,0.046875,0.09375
63,Class_63,0.391304347826087,0.6086956521739131,0.391304347826087,0.3188405797101449,0.07246376811594203,0.21739130434782608,0.2318840579710145,0.028985507246376812,0.13043478260869565,0.11594202898550725,0.2028985507246377,0.07246376811594203,0.07246376811594203,0.14492753623188406
64,Class_64,0.3875,0.6125,0.3875,0.325,0.0625,0.225,0.275,0.0125,0.1,0.2125,0.1125,0.0625,0.0875,0.1375
65,Class_65,0.4470588235294118,0.5529411764705883,0.4470588235294118,0.3058823529411765,0.07058823529411765,0.17647058823529413,0.2235294117647059,0.09411764705882353,0.12941176470588237,0.09411764705882353,0.21176470588235294,0.07058823529411765,0.03529411764705882,0.1411764705882353
66,Class_66,0.5064935064935064,0.4935064935064935,0.5064935064935064,0.23376623376623376,0.07792207792207792,0.18181818181818182,0.3246753246753247,0.05194805194805195,0.12987012987012986,0.12987012987012986,0.1038961038961039,0.07792207792207792,0.025974025974025976,0.15584415584415584
67,Class_67,0.4186046511627907,0.5813953488372093,0.4186046511627907,0.313953488372093,0.08139534883720931,0.18604651162790697,0.313953488372093,0.011627906976744186,0.09302325581395349,0.12790697674418605,0.18604651162790697,0.08139534883720931,0.05813953488372093,0.12790697674418605
68,Class_68,0.37662337662337664,0.6233766233766234,0.37662337662337664,0.22077922077922077,0.1038961038961039,0.2987012987012987,0.2597402597402597,0.025974025974025976,0.09090909090909091,0.11688311688311688,0.1038961038961039,0.1038961038961039,0.06493506493506493,0.23376623376623376
69,Class_69,0.379746835443038,0.620253164556962,0.379746835443038,0.27848101265822783,0.0759493670886076,0.26582278481012656,0.25316455696202533,0.0379746835443038,0.08860759493670886,0.13924050632911392,0.13924050632911392,0.0759493670886076,0.05063291139240506,0.21518987341772153
70,Class_70,0.40540540540540543,0.5945945945945946,0.40540540540540543,0.2972972972972973,0.06756756756756757,0.22972972972972974,0.24324324324324326,0.04054054054054054,0.12162162162162163,0.13513513513513514,0.16216216216216217,0.06756756756756757,0.05405405405405406,0.17567567567567569
71,Class_71,0.40860215053763443,0.5913978494623656,0.40860215053763443,0.25806451612903225,0.10752688172043011,0.22580645161290322,0.21505376344086022,0.043010752688172046,0.15053763440860216,0.15053763440860216,0.10752688172043011,0.10752688172043011,0.03225806451612903,0.1935483870967742
72,Class_72,0.34285714285714286,0.6571428571428571,0.34285714285714286,0.2714285714285714,0.07142857142857142,0.3142857142857143,0.2,0.02857142857142857,0.11428571428571428,0.11428571428571428,0.15714285714285714,0.07142857142857142,0.1,0.21428571428571427
73,Class_73,0.35,0.65,0.35,0.325,0.0875,0.2375,0.2125,0.0125,0.125,0.175,0.15,0.0875,0.075,0.1625
74,Class_74,0.46153846153846156,0.5384615384615384,0.46153846153846156,0.2948717948717949,0.0641025641025641,0.1794871794871795,0.21794871794871795,0.038461538461538464,0.20512820512820512,0.16666666666666666,0.1282051282051282,0.0641025641025641,0.08974358974358974,0.08974358974358974
75,Class_75,0.41025641025641024,0.5897435897435898,0.41025641025641024,0.34615384615384615,0.08974358974358974,0.15384615384615385,0.28205128205128205,0.01282051282051282,0.11538461538461539,0.16666666666666666,0.1794871794871795,0.08974358974358974,0.05128205128205128,0.10256410256410256
76,Class_76,0.4268292682926829,0.573170731707317,0.4268292682926829,0.32926829268292684,0.04878048780487805,0.1951219512195122,0.23170731707317074,0.04878048780487805,0.14634146341463414,0.2073170731707317,0.12195121951219512,0.04878048780487805,0.10975609756097561,0.08536585365853659
77,Class_77,0.43902439024390244,0.5609756097560976,0.43902439024390244,0.3048780487804878,0.036585365853658534,0.21951219512195122,0.25609756097560976,0.036585365853658534,0.14634146341463414,0.15853658536585366,0.14634146341463414,0.036585365853658534,0.07317073170731707,0.14634146341463414
78,Class_78,0.45454545454545453,0.5454545454545454,0.45454545454545453,0.38961038961038963,0.03896103896103896,0.11688311688311688,0.24675324675324675,0.1038961038961039,0.1038961038961039,0.23376623376623376,0.15584415584415584,0.03896103896103896,0.03896103896103896,0.07792207792207792
79,Class_79,0.43209876543209874,0.5679012345679012,0.43209876543209874,0.2962962962962963,0.04938271604938271,0.2222222222222222,0.20987654320987653,0.024691358024691357,0.19753086419753085,0.13580246913580246,0.16049382716049382,0.04938271604938271,0.024691358024691357,0.19753086419753085
80,Class_80,0.4266666666666667,0.5733333333333334,0.4266666666666667,0.3333333333333333,0.05333333333333334,0.18666666666666668,0.18666666666666668,0.013333333333333334,0.22666666666666666,0.17333333333333334,0.16,0.05333333333333334,0.08,0.10666666666666667
81,Class_81,0.4027777777777778,0.5972222222222222,0.4027777777777778,0.375,0.05555555555555555,0.16666666666666666,0.25,0.027777777777777776,0.125,0.20833333333333334,0.16666666666666666,0.05555555555555555,0.06944444444444445,0.09722222222222222
82,Class_82,0.4492753623188406,0.5507246376811594,0.4492753623188406,0.2608695652173913,0.08695652173913043,0.2028985507246377,0.2753623188405797,0.014492753623188406,0.15942028985507245,0.13043478260869565,0.13043478260869565,0.08695652173913043,0.07246376811594203,0.13043478260869565
83,Class_83,0.49473684210526314,0.5052631578947369,0.49473684210526314,0.21052631578947367,0.06315789473684211,0.23157894736842105,0.3157894736842105,0.010526315789473684,0.16842105263157894,0.14736842105263157,0.06315789473684211,0.06315789473684211,0.042105263157894736,0.18947368421052632
84,Class_84,0.4117647058823529,0.5882352941176471,0.4117647058823529,0.3431372549019608,0.029411764705882353,0.21568627450980393,0.24509803921568626,0.029411764705882353,0.13725490196078433,0.20588235294117646,0.13725490196078433,0.029411764705882353,0.06862745098039216,0.14705882352941177
85,Class_85,0.5595238095238095,0.44047619047619047,0.5595238095238095,0.20238095238095238,0.09523809523809523,0.14285714285714285,0.34523809523809523,0.03571428571428571,0.17857142857142858,0.13095238095238096,0.07142857142857142,0.09523809523809523,0.03571428571428571,0.10714285714285714
86,Class_86,0.45544554455445546,0.5445544554455446,0.45544554455445546,0.27722772277227725,0.06930693069306931,0.19801980198019803,0.21782178217821782,0.039603960396039604,0.19801980198019803,0.16831683168316833,0.10891089108910891,0.06930693069306931,0.04950495049504951,0.1485148514851485
87,Class_87,0.43956043956043955,0.5604395604395604,0.43956043956043955,0.2857142857142857,0.08791208791208792,0.18681318681318682,0.26373626373626374,0.02197802197802198,0.15384615384615385,0.10989010989010989,0.17582417582417584,0.08791208791208792,0.07692307692307693,0.10989010989010989
88,Class_88,0.4868421052631579,0.5131578947368421,0.4868421052631579,0.2631578947368421,0.05263157894736842,0.19736842105263158,0.2236842105263158,0.07894736842105263,0.18421052631578946,0.15789473684210525,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.14473684210526316
89,Class_89,0.31958762886597936,0.6804123711340206,0.31958762886597936,0.3711340206185567,0.10309278350515463,0.20618556701030927,0.20618556701030927,0.020618556701030927,0.09278350515463918,0.21649484536082475,0.15463917525773196,0.10309278350515463,0.05154639175257732,0.15463917525773196
90,Class_90,0.4225352112676056,0.5774647887323944,0.4225352112676056,0.2535211267605634,0.028169014084507043,0.29577464788732394,0.323943661971831,0.04225352112676056,0.056338028169014086,0.15492957746478872,0.09859154929577464,0.028169014084507043,0.08450704225352113,0.2112676056338028
91,Class_91,0.484375,0.515625,0.484375,0.265625,0.078125,0.171875,0.25,0.03125,0.203125,0.21875,0.046875,0.078125,0.046875,0.125
92,Class_92,0.4411764705882353,0.5588235294117647,0.4411764705882353,0.2647058823529412,0.0,0.29411764705882354,0.25,0.029411764705882353,0.16176470588235295,0.20588235294117646,0.058823529411764705,0.0,0.11764705882352941,0.17647058823529413
93,Class_93,0.40540540540540543,0.5945945945945946,0.40540540540540543,0.35135135135135137,0.06756756756756757,0.17567567567567569,0.1891891891891892,0.013513513513513514,0.20270270270270271,0.20270270270270271,0.14864864864864866,0.06756756756756757,0.02702702702702703,0.14864864864864866
94,Class_94,0.41379310344827586,0.5862068965517241,0.41379310344827586,0.3103448275862069,0.08045977011494253,0.19540229885057472,0.2413793103448276,0.022988505747126436,0.14942528735632185,0.21839080459770116,0.09195402298850575,0.08045977011494253,0.05747126436781609,0.13793103448275862
95,Class_95,0.41379310344827586,0.5862068965517241,0.41379310344827586,0.3448275862068966,0.034482758620689655,0.20689655172413793,0.19540229885057472,0.05747126436781609,0.16091954022988506,0.22988505747126436,0.11494252873563218,0.034482758620689655,0.034482758620689655,0.1724137931034483
96,Class_96,0.34285714285714286,0.6571428571428571,0.34285714285714286,0.35714285714285715,0.11428571428571428,0.18571428571428572,0.22857142857142856,0.04285714285714286,0.07142857142857142,0.2571428571428571,0.1,0.11428571428571428,0.04285714285714286,0.14285714285714285
