class,class_name,top-2-distribution,top-2-distribution,top-4-distribution,top-4-distribution,top-4-distribution,top-4-distribution,top-8-distribution,top-8-distribution,top-8-distribution,top-8-distribution,top-8-distribution,top-8-distribution,top-8-distribution,top-8-distribution
97,Class_97,0.38666666666666666,0.6133333333333333,0.38666666666666666,0.29333333333333333,0.05333333333333334,0.26666666666666666,0.22666666666666666,0.05333333333333334,0.10666666666666667,0.13333333333333333,0.16,0.05333333333333334,0.08,0.18666666666666668
98,Class_98,0.3924050632911392,0.6075949367088608,0.3924050632911392,0.379746835443038,0.06329113924050633,0.16455696202531644,0.16455696202531644,0.0759493670886076,0.1518987341772152,0.17721518987341772,0.20253164556962025,0.06329113924050633,0.012658227848101266,0.1518987341772152
99,Class_99,0.3380281690140845,0.6619718309859155,0.3380281690140845,0.29577464788732394,0.08450704225352113,0.28169014084507044,0.19718309859154928,0.028169014084507043,0.11267605633802817,0.18309859154929578,0.11267605633802817,0.08450704225352113,0.09859154929577464,0.18309859154929578
100,Class_100,0.352112676056338,0.647887323943662,0.352112676056338,0.38028169014084506,0.08450704225352113,0.18309859154929578,0.18309859154929578,0.056338028169014086,0.11267605633802817,0.23943661971830985,0.14084507042253522,0.08450704225352113,0.07042253521126761,0.11267605633802817
101,Class_101,0.4177215189873418,0.5822784810126582,0.4177215189873418,0.25316455696202533,0.12658227848101267,0.20253164556962025,0.189873417721519,0.05063291139240506,0.17721518987341772,0.08860759493670886,0.16455696202531644,0.12658227848101267,0.0379746835443038,0.16455696202531644
102,Class_102,0.46153846153846156,0.5384615384615384,0.46153846153846156,0.34065934065934067,0.03296703296703297,0.16483516483516483,0.2857142857142857,0.02197802197802198,0.15384615384615385,0.14285714285714285,0.1978021978021978,0.03296703296703297,0.054945054945054944,0.10989010989010989
103,Class_103,0.3684210526315789,0.631578947368421,0.3684210526315789,0.39473684210526316,0.039473684210526314,0.19736842105263158,0.21052631578947367,0.02631578947368421,0.13157894736842105,0.23684210526315788,0.15789473684210525,0.039473684210526314,0.10526315789473684,0.09210526315789473
104,Class_104,0.4358974358974359,0.5641025641025641,0.4358974358974359,0.21794871794871795,0.0641025641025641,0.28205128205128205,0.2948717948717949,0.05128205128205128,0.08974358974358974,0.11538461538461539,0.10256410256410256,0.0641025641025641,0.11538461538461539,0.16666666666666666
105,Class_105,0.5254237288135594,0.4745762711864407,0.5254237288135594,0.3050847457627119,0.03389830508474576,0.13559322033898305,0.288135593220339,0.05084745762711865,0.1864406779661017,0.22033898305084745,0.0847457627118644,0.03389830508474576,0.03389830508474576,0.1016949152542373
106,Class_106,0.3835616438356164,0.6164383561643836,0.3835616438356164,0.3013698630136986,0.0410958904109589,0.273972602739726,0.2602739726027397,0.0,0.1232876712328767,0.136986301369863,0.1643835616438356,0.0410958904109589,0.0273972602739726,0.2465753424657534
107,Class_107,0.3855421686746988,0.6144578313253012,0.3855421686746988,0.3614457831325301,0.04819277108433735,0.20481927710843373,0.24096385542168675,0.04819277108433735,0.0963855421686747,0.1927710843373494,0.1686746987951807,0.04819277108433735,0.0,0.20481927710843373
108,Class_108,0.4142857142857143,0.5857142857142857,0.4142857142857143,0.34285714285714286,0.1,0.14285714285714285,0.2,0.014285714285714285,0.2,0.18571428571428572,0.15714285714285714,0.1,0.04285714285714286,0.1
109,Class_109,0.5063291139240507,0.4936708860759494,0.5063291139240507,0.22784810126582278,0.0759493670886076,0.189873417721519,0.25316455696202533,0.0379746835443038,0.21518987341772153,0.10126582278481013,0.12658227848101267,0.0759493670886076,0.08860759493670886,0.10126582278481013
110,Class_110,0.463768115942029,0.5362318840579711,0.463768115942029,0.36231884057971014,0.043478260869565216,0.13043478260869565,0.15942028985507245,0.028985507246376812,0.2753623188405797,0.18840579710144928,0.17391304347826086,0.043478260869565216,0.057971014492753624,0.07246376811594203
111,Class_111,0.40963855421686746,0.5903614457831325,0.40963855421686746,0.3132530120481928,0.07228915662650602,0.20481927710843373,0.27710843373493976,0.024096385542168676,0.10843373493975904,0.18072289156626506,0.13253012048192772,0.07228915662650602,0.024096385542168676,0.18072289156626506
112,Class_112,0.40425531914893614,0.5957446808510638,0.40425531914893614,0.2872340425531915,0.06382978723404255,0.24468085106382978,0.24468085106382978,0.010638297872340425,0.14893617021276595,0.1276595744680851,0.1595744680851064,0.06382978723404255,0.09574468085106383,0.14893617021276595
113,Class_113,0.4024390243902439,0.5975609756097561,0.4024390243902439,0.34146341463414637,0.07317073170731707,0.18292682926829268,0.2073170731707317,0.036585365853658534,0.15853658536585366,0.17073170731707318,0.17073170731707318,0.07317073170731707,0.036585365853658534,0.14634146341463414
114,Class_114,0.4594594594594595,0.5405405405405406,0.4594594594594595,0.3108108108108108,0.013513513513513514,0.21621621621621623,0.22972972972972974,0.04054054054054054,0.1891891891891892,0.16216216216216217,0.14864864864864866,0.013513513513513514,0.06756756756756757,0.14864864864864866
115,Class_115,0.4888888888888889,0.5111111111111111,0.4888888888888889,0.3111111111111111,0.06666666666666667,0.13333333333333333,0.3,0.022222222222222223,0.16666666666666666,0.16666666666666666,0.14444444444444443,0.06666666666666667,0.03333333333333333,0.1
116,Class_116,0.4578313253012048,0.5421686746987951,0.4578313253012048,0.30120481927710846,0.060240963855421686,0.18072289156626506,0.24096385542168675,0.060240963855421686,0.1566265060240964,0.21686746987951808,0.08433734939759036,0.060240963855421686,0.012048192771084338,0.1686746987951807
117,Class_117,0.43902439024390244,0.5609756097560976,0.43902439024390244,0.32926829268292684,0.06097560975609756,0.17073170731707318,0.2073170731707317,0.06097560975609756,0.17073170731707318,0.18292682926829268,0.14634146341463414,0.06097560975609756,0.036585365853658534,0.13414634146341464
118,Class_118,0.391304347826087,0.6086956521739131,0.391304347826087,0.33695652173913043,0.043478260869565216,0.22826086956521738,0.1956521739130435,0.05434782608695652,0.14130434782608695,0.20652173913043478,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.18478260869565216
119,Class_119,0.449438202247191,0.550561797752809,0.449438202247191,0.29213483146067415,0.07865168539325842,0.1797752808988764,0.2808988764044944,0.02247191011235955,0.14606741573033707,0.12359550561797752,0.16853932584269662,0.07865168539325842,0.056179775280898875,0.12359550561797752
120,Class_120,0.4024390243902439,0.5975609756097561,0.4024390243902439,0.2804878048780488,0.036585365853658534,0.2804878048780488,0.24390243902439024,0.012195121951219513,0.14634146341463414,0.13414634146341464,0.14634146341463414,0.036585365853658534,0.06097560975609756,0.21951219512195122
121,Class_121,0.40476190476190477,0.5952380952380952,0.40476190476190477,0.2857142857142857,0.03571428571428571,0.27380952380952384,0.17857142857142858,0.07142857142857142,0.15476190476190477,0.16666666666666666,0.11904761904761904,0.03571428571428571,0.05952380952380952,0.21428571428571427
122,Class_122,0.35365853658536583,0.6463414634146342,0.35365853658536583,0.34146341463414637,0.07317073170731707,0.23170731707317074,0.14634146341463414,0.024390243902439025,0.18292682926829268,0.2073170731707317,0.13414634146341464,0.07317073170731707,0.06097560975609756,0.17073170731707318
123,Class_123,0.4634146341463415,0.5365853658536586,0.4634146341463415,0.32926829268292684,0.04878048780487805,0.15853658536585366,0.1951219512195122,0.04878048780487805,0.21951219512195122,0.1951219512195122,0.13414634146341464,0.04878048780487805,0.012195121951219513,0.14634146341463414
124,Class_124,0.47058823529411764,0.5294117647058824,0.47058823529411764,0.2823529411764706,0.058823529411764705,0.18823529411764706,0.2823529411764706,0.08235294117647059,0.10588235294117647,0.16470588235294117,0.11764705882352941,0.058823529411764705,0.03529411764705882,0.15294117647058825
125,Class_125,0.47619047619047616,0.5238095238095238,0.47619047619047616,0.23809523809523808,0.09523809523809523,0.19047619047619047,0.2261904761904762,0.07142857142857142,0.17857142857142858,0.14285714285714285,0.09523809523809523,0.09523809523809523,0.07142857142857142,0.11904761904761904
126,Class_126,0.5394736842105263,0.4605263157894737,0.5394736842105263,0.3157894736842105,0.039473684210526314,0.10526315789473684,0.32894736842105265,0.039473684210526314,0.17105263157894737,0.25,0.06578947368421052,0.039473684210526314,0.02631578947368421,0.07894736842105263
127,Class_127,0.3918918918918919,0.6081081081081081,0.3918918918918919,0.2972972972972973,0.05405405405405406,0.25675675675675674,0.24324324324324326,0.04054054054054054,0.10810810810810811,0.14864864864864866,0.14864864864864866,0.05405405405405406,0.06756756756756757,0.1891891891891892
128,Class_128,0.425,0.575,0.425,0.3375,0.075,0.1625,0.2125,0.075,0.1375,0.2125,0.125,0.075,0.0375,0.125
129,Class_129,0.4,0.6,0.4,0.42,0.04,0.14,0.21,0.02,0.17,0.25,0.17,0.04,0.05,0.09
130,Class_130,0.3466666666666667,0.6533333333333333,0.3466666666666667,0.29333333333333333,0.06666666666666667,0.29333333333333333,0.28,0.0,0.06666666666666667,0.18666666666666668,0.10666666666666667,0.06666666666666667,0.10666666666666667,0.18666666666666668
131,Class_131,0.4948453608247423,0.5051546391752577,0.4948453608247423,0.3402061855670103,0.041237113402061855,0.12371134020618557,0.27835051546391754,0.061855670103092786,0.15463917525773196,0.17525773195876287,0.16494845360824742,0.041237113402061855,0.030927835051546393,0.09278350515463918
132,Class_132,0.43636363636363634,0.5636363636363636,0.43636363636363634,0.3181818181818182,0.06363636363636363,0.18181818181818182,0.21818181818181817,0.03636363636363636,0.18181818181818182,0.17272727272727273,0.14545454545454545,0.06363636363636363,0.09090909090909091,0.09090909090909091
133,Class_133,0.33,0.67,0.33,0.38,0.05,0.24,0.18,0.03,0.12,0.2,0.18,0.05,0.08,0.16
134,Class_134,0.45454545454545453,0.5454545454545454,0.45454545454545453,0.26136363636363635,0.07954545454545454,0.20454545454545456,0.3068181818181818,0.045454545454545456,0.10227272727272728,0.14772727272727273,0.11363636363636363,0.07954545454545454,0.045454545454545456,0.1590909090909091
135,Class_135,0.4772727272727273,0.5227272727272727,0.4772727272727273,0.29545454545454547,0.045454545454545456,0.18181818181818182,0.2159090909090909,0.022727272727272728,0.23863636363636365,0.20454545454545456,0.09090909090909091,0.045454545454545456,0.06818181818181818,0.11363636363636363
136,Class_136,0.4074074074074074,0.5925925925925926,0.4074074074074074,0.2716049382716049,0.037037037037037035,0.2839506172839506,0.24691358024691357,0.024691358024691357,0.13580246913580246,0.13580246913580246,0.13580246913580246,0.037037037037037035,0.08641975308641975,0.19753086419753085
137,Class_137,0.4714285714285714,0.5285714285714286,0.4714285714285714,0.2571428571428571,0.07142857142857142,0.2,0.3,0.02857142857142857,0.14285714285714285,0.1,0.15714285714285714,0.07142857142857142,0.08571428571428572,0.11428571428571428
138,Class_138,0.5641025641025641,0.4358974358974359,0.5641025641025641,0.24358974358974358,0.02564102564102564,0.16666666666666666,0.32051282051282054,0.0641025641025641,0.1794871794871795,0.15384615384615385,0.08974358974358974,0.02564102564102564,0.038461538461538464,0.1282051282051282
139,Class_139,0.37,0.63,0.37,0.37,0.08,0.18,0.19,0.01,0.17,0.2,0.17,0.08,0.04,0.14
140,Class_140,0.44329896907216493,0.5567010309278351,0.44329896907216493,0.27835051546391754,0.07216494845360824,0.20618556701030927,0.21649484536082475,0.020618556701030927,0.20618556701030927,0.14432989690721648,0.13402061855670103,0.07216494845360824,0.08247422680412371,0.12371134020618557
141,Class_141,0.40963855421686746,0.5903614457831325,0.40963855421686746,0.3614457831325301,0.024096385542168676,0.20481927710843373,0.25301204819277107,0.024096385542168676,0.13253012048192772,0.18072289156626506,0.18072289156626506,0.024096385542168676,0.07228915662650602,0.13253012048192772
142,Class_142,0.4175824175824176,0.5824175824175825,0.4175824175824176,0.3516483516483517,0.06593406593406594,0.16483516483516483,0.23076923076923078,0.06593406593406594,0.12087912087912088,0.17582417582417584,0.17582417582417584,0.06593406593406594,0.03296703296703297,0.13186813186813187
143,Class_143,0.4025974025974026,0.5974025974025974,0.4025974025974026,0.2857142857142857,0.11688311688311688,0.19480519480519481,0.24675324675324675,0.05194805194805195,0.1038961038961039,0.19480519480519481,0.09090909090909091,0.11688311688311688,0.012987012987012988,0.18181818181818182
144,Class_144,0.3972602739726027,0.6027397260273972,0.3972602739726027,0.2465753424657534,0.0410958904109589,0.3150684931506849,0.2465753424657534,0.0136986301369863,0.136986301369863,0.1232876712328767,0.1232876712328767,0.0410958904109589,0.1232876712328767,0.1917808219178082
145,Class_145,0.32098765432098764,0.6790123456790124,0.32098765432098764,0.41975308641975306,0.04938271604938271,0.20987654320987653,0.18518518518518517,0.06172839506172839,0.07407407407407407,0.20987654320987653,0.20987654320987653,0.04938271604938271,0.09876543209876543,0.1111111111111111
146,Class_146,0.3614457831325301,0.6385542168674698,0.3614457831325301,0.3373493975903614,0.07228915662650602,0.2289156626506024,0.1566265060240964,0.03614457831325301,0.1686746987951807,0.1927710843373494,0.14457831325301204,0.07228915662650602,0.07228915662650602,0.1566265060240964
147,Class_147,0.40963855421686746,0.5903614457831325,0.40963855421686746,0.3132530120481928,0.04819277108433735,0.2289156626506024,0.2289156626506024,0.060240963855421686,0.12048192771084337,0.1566265060240964,0.1566265060240964,0.04819277108433735,0.10843373493975904,0.12048192771084337
148,Class_148,0.35714285714285715,0.6428571428571429,0.35714285714285715,0.38095238095238093,0.07142857142857142,0.19047619047619047,0.20238095238095238,0.0,0.15476190476190477,0.16666666666666666,0.21428571428571427,0.07142857142857142,0.05952380952380952,0.13095238095238096
149,Class_149,0.42045454545454547,0.5795454545454546,0.42045454545454547,0.3068181818181818,0.045454545454545456,0.22727272727272727,0.2727272727272727,0.03409090909090909,0.11363636363636363,0.14772727272727273,0.1590909090909091,0.045454545454545456,0.045454545454545456,0.18181818181818182
150,Class_150,0.4175824175824176,0.5824175824175825,0.4175824175824176,0.26373626373626374,0.0989010989010989,0.21978021978021978,0.2087912087912088,0.03296703296703297,0.17582417582417584,0.15384615384615385,0.10989010989010989,0.0989010989010989,0.07692307692307693,0.14285714285714285
151,Class_151,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.2962962962962963,0.08641975308641975,0.1728395061728395,0.25925925925925924,0.012345679012345678,0.1728395061728395,0.1728395061728395,0.12345679012345678,0.08641975308641975,0.024691358024691357,0.14814814814814814
152,Class_152,0.4155844155844156,0.5844155844155844,0.4155844155844156,0.2727272727272727,0.03896103896103896,0.2727272727272727,0.23376623376623376,0.05194805194805195,0.12987012987012986,0.11688311688311688,0.15584415584415584,0.03896103896103896,0.07792207792207792,0.19480519480519481
153,Class_153,0.379746835443038,0.620253164556962,0.379746835443038,0.3037974683544304,0.0379746835443038,0.27848101265822783,0.1518987341772152,0.0759493670886076,0.1518987341772152,0.24050632911392406,0.06329113924050633,0.0379746835443038,0.08860759493670886,0.189873417721519
154,Class_154,0.4875,0.5125,0.4875,0.2375,0.0625,0.2125,0.2875,0.025,0.175,0.125,0.1125,0.0625,0.0375,0.175
155,Class_155,0.5079365079365079,0.49206349206349204,0.5079365079365079,0.31746031746031744,0.06349206349206349,0.1111111111111111,0.31746031746031744,0.015873015873015872,0.1746031746031746,0.19047619047619047,0.12698412698412698,0.06349206349206349,0.047619047619047616,0.06349206349206349
156,Class_156,0.42168674698795183,0.5783132530120482,0.42168674698795183,0.25301204819277107,0.04819277108433735,0.27710843373493976,0.26506024096385544,0.03614457831325301,0.12048192771084337,0.12048192771084337,0.13253012048192772,0.04819277108433735,0.03614457831325301,0.24096385542168675
157,Class_157,0.3875,0.6125,0.3875,0.3375,0.05,0.225,0.225,0.025,0.1375,0.175,0.1625,0.05,0.125,0.1
158,Class_158,0.4883720930232558,0.5116279069767442,0.4883720930232558,0.27906976744186046,0.011627906976744186,0.22093023255813954,0.2558139534883721,0.03488372093023256,0.19767441860465115,0.1744186046511628,0.10465116279069768,0.011627906976744186,0.046511627906976744,0.1744186046511628
159,Class_159,0.39759036144578314,0.6024096385542169,0.39759036144578314,0.3132530120481928,0.060240963855421686,0.2289156626506024,0.21686746987951808,0.03614457831325301,0.14457831325301204,0.1686746987951807,0.14457831325301204,0.060240963855421686,0.060240963855421686,0.1686746987951807
160,Class_160,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.34615384615384615,0.07692307692307693,0.24358974358974358,0.16666666666666666,0.05128205128205128,0.11538461538461539,0.14102564102564102,0.20512820512820512,0.07692307692307693,0.07692307692307693,0.16666666666666666
161,Class_161,0.43820224719101125,0.5617977528089888,0.43820224719101125,0.25842696629213485,0.07865168539325842,0.2247191011235955,0.19101123595505617,0.0898876404494382,0.15730337078651685,0.10112359550561797,0.15730337078651685,0.07865168539325842,0.0898876404494382,0.1348314606741573
162,Class_162,0.358974358974359,0.6410256410256411,0.358974358974359,0.3333333333333333,0.07692307692307693,0.23076923076923078,0.20512820512820512,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.10256410256410256,0.07692307692307693,0.10256410256410256,0.1282051282051282
163,Class_163,0.4,0.6,0.4,0.3333333333333333,0.06666666666666667,0.2,0.26666666666666666,0.03333333333333333,0.1,0.2,0.13333333333333333,0.06666666666666667,0.05,0.15
164,Class_164,0.4787234042553192,0.5212765957446809,0.4787234042553192,0.2553191489361702,0.07446808510638298,0.19148936170212766,0.2765957446808511,0.05319148936170213,0.14893617021276595,0.1595744680851064,0.09574468085106383,0.07446808510638298,0.02127659574468085,0.1702127659574468
165,Class_165,0.4819277108433735,0.5180722891566265,0.4819277108433735,0.3132530120481928,0.0,0.20481927710843373,0.2289156626506024,0.060240963855421686,0.1927710843373494,0.18072289156626506,0.13253012048192772,0.0,0.04819277108433735,0.1566265060240964
166,Class_166,0.36231884057971014,0.6376811594202898,0.36231884057971014,0.36231884057971014,0.014492753623188406,0.2608695652173913,0.2608695652173913,0.043478260869565216,0.057971014492753624,0.18840579710144928,0.17391304347826086,0.014492753623188406,0.07246376811594203,0.18840579710144928
167,Class_167,0.4523809523809524,0.5476190476190477,0.4523809523809524,0.25,0.09523809523809523,0.20238095238095238,0.21428571428571427,0.011904761904761904,0.2261904761904762,0.14285714285714285,0.10714285714285714,0.09523809523809523,0.03571428571428571,0.16666666666666666
168,Class_168,0.3283582089552239,0.6716417910447762,0.3283582089552239,0.34328358208955223,0.05970149253731343,0.26865671641791045,0.208955223880597,0.014925373134328358,0.1044776119402985,0.16417910447761194,0.1791044776119403,0.05970149253731343,0.07462686567164178,0.19402985074626866
169,Class_169,0.38461538461538464,0.6153846153846154,0.38461538461538464,0.3384615384615385,0.06153846153846154,0.2153846153846154,0.2,0.0,0.18461538461538463,0.16923076923076924,0.16923076923076924,0.06153846153846154,0.1076923076923077,0.1076923076923077
170,Class_170,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.28703703703703703,0.07407407407407407,0.19444444444444445,0.28703703703703703,0.027777777777777776,0.12962962962962962,0.18518518518518517,0.10185185185185185,0.07407407407407407,0.06481481481481481,0.12962962962962962
171,Class_171,0.43333333333333335,0.5666666666666667,0.43333333333333335,0.32222222222222224,0.044444444444444446,0.2,0.15555555555555556,0.044444444444444446,0.23333333333333334,0.15555555555555556,0.16666666666666666,0.044444444444444446,0.05555555555555555,0.14444444444444443
172,Class_172,0.3684210526315789,0.631578947368421,0.3684210526315789,0.32894736842105265,0.09210526315789473,0.21052631578947367,0.19736842105263158,0.02631578947368421,0.14473684210526316,0.15789473684210525,0.17105263157894737,0.09210526315789473,0.039473684210526314,0.17105263157894737
173,Class_173,0.3835616438356164,0.6164383561643836,0.3835616438356164,0.3561643835616438,0.0958904109589041,0.1643835616438356,0.1917808219178082,0.0410958904109589,0.1506849315068493,0.1643835616438356,0.1917808219178082,0.0958904109589041,0.0821917808219178,0.0821917808219178
174,Class_174,0.4367816091954023,0.5632183908045977,0.4367816091954023,0.3103448275862069,0.022988505747126436,0.22988505747126436,0.21839080459770116,0.022988505747126436,0.19540229885057472,0.11494252873563218,0.19540229885057472,0.022988505747126436,0.05747126436781609,0.1724137931034483
175,Class_175,0.3655913978494624,0.6344086021505376,0.3655913978494624,0.3225806451612903,0.06451612903225806,0.24731182795698925,0.21505376344086022,0.03225806451612903,0.11827956989247312,0.21505376344086022,0.10752688172043011,0.06451612903225806,0.08602150537634409,0.16129032258064516
176,Class_176,0.336734693877551,0.6632653061224489,0.336734693877551,0.3877551020408163,0.061224489795918366,0.21428571428571427,0.15306122448979592,0.02040816326530612,0.16326530612244897,0.20408163265306123,0.1836734693877551,0.061224489795918366,0.08163265306122448,0.1326530612244898
177,Class_177,0.417910447761194,0.582089552238806,0.417910447761194,0.26865671641791045,0.05970149253731343,0.2537313432835821,0.23880597014925373,0.029850746268656716,0.14925373134328357,0.1791044776119403,0.08955223880597014,0.05970149253731343,0.04477611940298507,0.208955223880597
178,Class_178,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.23376623376623376,0.09090909090909091,0.24675324675324675,0.16883116883116883,0.05194805194805195,0.2077922077922078,0.12987012987012986,0.1038961038961039,0.09090909090909091,0.09090909090909091,0.15584415584415584
179,Class_179,0.40625,0.59375,0.40625,0.2708333333333333,0.08333333333333333,0.23958333333333334,0.25,0.020833333333333332,0.13541666666666666,0.10416666666666667,0.16666666666666666,0.08333333333333333,0.041666666666666664,0.19791666666666666
180,Class_180,0.39325842696629215,0.6067415730337079,0.39325842696629215,0.24719101123595505,0.06741573033707865,0.29213483146067415,0.25842696629213485,0.0449438202247191,0.0898876404494382,0.12359550561797752,0.12359550561797752,0.06741573033707865,0.07865168539325842,0.21348314606741572
181,Class_181,0.42045454545454547,0.5795454545454546,0.42045454545454547,0.32954545454545453,0.03409090909090909,0.2159090909090909,0.2159090909090909,0.022727272727272728,0.18181818181818182,0.1590909090909091,0.17045454545454544,0.03409090909090909,0.045454545454545456,0.17045454545454544
182,Class_182,0.36486486486486486,0.6351351351351351,0.36486486486486486,0.35135135135135137,0.14864864864864866,0.13513513513513514,0.22972972972972974,0.05405405405405406,0.08108108108108109,0.13513513513513514,0.21621621621621623,0.14864864864864866,0.02702702702702703,0.10810810810810811
183,Class_183,0.3625,0.6375,0.3625,0.35,0.075,0.2125,0.25,0.025,0.0875,0.1375,0.2125,0.075,0.05,0.1625
184,Class_184,0.42528735632183906,0.5747126436781609,0.42528735632183906,0.27586206896551724,0.10344827586206896,0.19540229885057472,0.28735632183908044,0.022988505747126436,0.11494252873563218,0.11494252873563218,0.16091954022988506,0.10344827586206896,0.05747126436781609,0.13793103448275862
185,Class_185,0.4157303370786517,0.5842696629213483,0.4157303370786517,0.3595505617977528,0.02247191011235955,0.20224719101123595,0.15730337078651685,0.056179775280898875,0.20224719101123595,0.20224719101123595,0.15730337078651685,0.02247191011235955,0.033707865168539325,0.16853932584269662
186,Class_186,0.47435897435897434,0.5256410256410257,0.47435897435897434,0.2948717948717949,0.0641025641025641,0.16666666666666666,0.24358974358974358,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.14102564102564102,0.0641025641025641,0.05128205128205128,0.11538461538461539
187,Class_187,0.417910447761194,0.582089552238806,0.417910447761194,0.3582089552238806,0.07462686567164178,0.14925373134328357,0.22388059701492538,0.029850746268656716,0.16417910447761194,0.1791044776119403,0.1791044776119403,0.07462686567164178,0.07462686567164178,0.07462686567164178
188,Class_188,0.5113636363636364,0.48863636363636365,0.5113636363636364,0.26136363636363635,0.06818181818181818,0.1590909090909091,0.2840909090909091,0.03409090909090909,0.19318181818181818,0.09090909090909091,0.17045454545454544,0.06818181818181818,0.056818181818181816,0.10227272727272728
189,Class_189,0.4268292682926829,0.573170731707317,0.4268292682926829,0.3170731707317073,0.012195121951219513,0.24390243902439024,0.2682926829268293,0.024390243902439025,0.13414634146341464,0.18292682926829268,0.13414634146341464,0.012195121951219513,0.0975609756097561,0.14634146341463414
190,Class_190,0.4,0.6,0.4,0.2875,0.1,0.2125,0.2,0.025,0.175,0.15,0.1375,0.1,0.025,0.1875
191,Class_191,0.375,0.625,0.375,0.375,0.0625,0.1875,0.2,0.0125,0.1625,0.2,0.175,0.0625,0.025,0.1625
192,Class_192,0.3888888888888889,0.6111111111111112,0.3888888888888889,0.26666666666666666,0.06666666666666667,0.2777777777777778,0.24444444444444444,0.03333333333333333,0.1111111111111111,0.15555555555555556,0.1111111111111111,0.06666666666666667,0.08888888888888889,0.18888888888888888
193,Class_193,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.2698412698412698,0.07936507936507936,0.2222222222222222,0.19047619047619047,0.031746031746031744,0.20634920634920634,0.1746031746031746,0.09523809523809523,0.07936507936507936,0.09523809523809523,0.12698412698412698
194,Class_194,0.4050632911392405,0.5949367088607594,0.4050632911392405,0.3291139240506329,0.0759493670886076,0.189873417721519,0.16455696202531644,0.02531645569620253,0.21518987341772153,0.1518987341772152,0.17721518987341772,0.0759493670886076,0.10126582278481013,0.08860759493670886
195,Class_195,0.379746835443038,0.620253164556962,0.379746835443038,0.34177215189873417,0.06329113924050633,0.21518987341772153,0.20253164556962025,0.05063291139240506,0.12658227848101267,0.16455696202531644,0.17721518987341772,0.06329113924050633,0.0379746835443038,0.17721518987341772
